render,id,label,Level,L1,L2,L3,L4,L5,L6,,N1,N2,N3,N4,N5,N6,Angle,Radius,horiz,vert,hpos,ypos,hpos,ypos,Num,Num,parent,subparent,kind,classes,scale,oooOpacity,oookind,ooosymbol,ooox,oooy,ooow,oooh,labelParams,sssOpacity,ssskind,ssssymbol,sssstack,sssx,sssy,sssw,sssh,xxxOpacity,xxxkind,xxxsymbol,xxxstack,xxxx,xxxy,xxxw,xxxh,xxxLabel,xxxLabelParams,vvvOpacity,vvvkind,vvvsymbol,vvvstack,vvvx,vvvy,vvvw,vvvh,vvvLabel,vvvLabelParams,unoa,unob,linestyle,startKind,endKind,startOffsetX,startOffsetY,endOffsetX,endOffsetY,routing,,,,,,,
X,n7-3-2-2,E239,4,7,3,2,2,,,,8,4,3,3,,,118.125,740,525,0,263.56,927.47,1525,1000,,,D80,,node,,1,1,symbol,OpenCircle,263.56,927.47,12,12,0 263.56 927.47 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,263.56,927.47,20.4,20.4,0.55,ellipse,4vvv,,263.56,927.47,12,12,,,1,ellipse,4vvv,,263.56,927.47,12,12,,,,,,,,,,,,,,,,,,,
X,n7-3-2-3,E240,4,7,3,2,3,,,,8,4,3,3,,,119.375,740,530.555555555556,0,265.32,911.42,1530.55555555556,1000,,,D80,,node,,1,1,symbol,OpenCircle,265.32,911.42,12,12,0 265.32 911.42 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,265.32,911.42,20.4,20.4,0.55,ellipse,4vvv,,265.32,911.42,12,12,,,1,ellipse,4vvv,,265.32,911.42,12,12,,,,,,,,,,,,,,,,,,,
X,n7-3-3,D81,3,7,3,3,,,,,8,4,3,,,,121.875,640,541.666666666667,0,368.55,895.75,1541.66666666667,1000,,,C27,,node,,1,1,symbol,OpenCircle,368.55,895.75,35,35,1 368.55 895.75 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,368.55,895.75,59.5,59.5,0.55,ellipse,3vvv,,368.55,895.75,35,35,,,1,ellipse,3vvv,,368.55,895.75,35,35,,,,,,,,,,,,,,,,,,,
X,n7-3-3-1,E241,4,7,3,3,1,,,,8,4,3,3,,,120.625,740,536.111111111111,0,267.43,895.41,1536.11111111111,1000,,,D81,,node,,1,1,symbol,OpenCircle,267.43,895.41,12,12,0 267.43 895.41 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,267.43,895.41,20.4,20.4,0.55,ellipse,4vvv,,267.43,895.41,12,12,,,1,ellipse,4vvv,,267.43,895.41,12,12,,,,,,,,,,,,,,,,,,,
X,n7-3-3-2,E242,4,7,3,3,2,,,,8,4,3,3,,,121.875,740,541.666666666667,0,269.88,879.46,1541.66666666667,1000,,,D81,,node,,1,1,symbol,OpenCircle,269.88,879.46,12,12,0 269.88 879.46 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,269.88,879.46,20.4,20.4,0.55,ellipse,4vvv,,269.88,879.46,12,12,,,1,ellipse,4vvv,,269.88,879.46,12,12,,,,,,,,,,,,,,,,,,,
X,n7-3-3-3,E243,4,7,3,3,3,,,,8,4,3,3,,,123.125,740,547.222222222222,0,272.69,863.56,1547.22222222222,1000,,,D81,,node,,1,1,symbol,OpenCircle,272.69,863.56,12,12,0 272.69 863.56 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,272.69,863.56,20.4,20.4,0.55,ellipse,4vvv,,272.69,863.56,12,12,,,1,ellipse,4vvv,,272.69,863.56,12,12,,,,,,,,,,,,,,,,,,,
X,n7-4,C28,2,7,4,,,,,,8,4,,,,,129.375,500,575,0,521.53,854.86,1575,1000,,,E216,,node,,1,1,symbol,OpenCircle,521.53,854.86,60,60,1 521.53 854.86 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,521.53,854.86,102,102,0.55,ellipse,2vvv,,521.53,854.86,60,60,,,1,ellipse,2vvv,,521.53,854.86,60,60,,,,,,,,,,,,,,,,,,,
X,n7-4-1,D82,3,7,4,1,,,,,8,4,3,,,,125.625,640,558.333333333333,0,376.72,854.67,1558.33333333333,1000,,,C28,,node,,1,1,symbol,OpenCircle,376.72,854.67,35,35,1 376.72 854.67 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,376.72,854.67,59.5,59.5,0.55,ellipse,3vvv,,376.72,854.67,35,35,,,1,ellipse,3vvv,,376.72,854.67,35,35,,,,,,,,,,,,,,,,,,,
X,n7-4-1-1,E244,4,7,4,1,1,,,,8,4,3,3,,,124.375,740,552.777777777778,0,275.84,847.72,1552.77777777778,1000,,,D82,,node,,1,1,symbol,OpenCircle,275.84,847.72,12,12,0 275.84 847.72 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,275.84,847.72,20.4,20.4,0.55,ellipse,4vvv,,275.84,847.72,12,12,,,1,ellipse,4vvv,,275.84,847.72,12,12,,,,,,,,,,,,,,,,,,,
X,n7-4-1-2,E245,4,7,4,1,2,,,,8,4,3,3,,,125.625,740,558.333333333333,0,279.33,831.96,1558.33333333333,1000,,,D82,,node,,1,1,symbol,OpenCircle,279.33,831.96,12,12,0 279.33 831.96 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,279.33,831.96,20.4,20.4,0.55,ellipse,4vvv,,279.33,831.96,12,12,,,1,ellipse,4vvv,,279.33,831.96,12,12,,,,,,,,,,,,,,,,,,,
X,n7-4-1-3,E246,4,7,4,1,3,,,,8,4,3,3,,,126.875,740,563.888888888889,0,283.17,816.28,1563.88888888889,1000,,,D82,,node,,1,1,symbol,OpenCircle,283.17,816.28,12,12,0 283.17 816.28 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,283.17,816.28,20.4,20.4,0.55,ellipse,4vvv,,283.17,816.28,12,12,,,1,ellipse,4vvv,,283.17,816.28,12,12,,,,,,,,,,,,,,,,,,,
X,n7-4-2,D83,3,7,4,2,,,,,8,4,3,,,,129.375,640,575,0,387.56,814.22,1575,1000,,,C28,,node,,1,1,symbol,OpenCircle,387.56,814.22,35,35,1 387.56 814.22 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,387.56,814.22,59.5,59.5,0.55,ellipse,3vvv,,387.56,814.22,35,35,,,1,ellipse,3vvv,,387.56,814.22,35,35,,,,,,,,,,,,,,,,,,,
X,n7-4-2-1,E247,4,7,4,2,1,,,,8,4,3,3,,,128.125,740,569.444444444444,0,287.35,800.69,1569.44444444444,1000,,,D83,,node,,1,1,symbol,OpenCircle,287.35,800.69,12,12,0 287.35 800.69 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,287.35,800.69,20.4,20.4,0.55,ellipse,4vvv,,287.35,800.69,12,12,,,1,ellipse,4vvv,,287.35,800.69,12,12,,,,,,,,,,,,,,,,,,,
X,n7-4-2-2,E248,4,7,4,2,2,,,,8,4,3,3,,,129.375,740,575,0,291.86,785.19,1575,1000,,,D83,,node,,1,1,symbol,OpenCircle,291.86,785.19,12,12,0 291.86 785.19 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,291.86,785.19,20.4,20.4,0.55,ellipse,4vvv,,291.86,785.19,12,12,,,1,ellipse,4vvv,,291.86,785.19,12,12,,,,,,,,,,,,,,,,,,,
X,n7-4-2-3,E249,4,7,4,2,3,,,,8,4,3,3,,,130.625,740,580.555555555556,0,296.72,769.79,1580.55555555556,1000,,,D83,,node,,1,1,symbol,OpenCircle,296.72,769.79,12,12,0 296.72 769.79 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,296.72,769.79,20.4,20.4,0.55,ellipse,4vvv,,296.72,769.79,12,12,,,1,ellipse,4vvv,,296.72,769.79,12,12,,,,,,,,,,,,,,,,,,,
X,n7-4-3,D84,3,7,4,3,,,,,8,4,3,,,,133.125,640,591.666666666667,0,401.02,774.56,1591.66666666667,1000,,,C28,,node,,1,1,symbol,OpenCircle,401.02,774.56,35,35,1 401.02 774.56 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,401.02,774.56,59.5,59.5,0.55,ellipse,3vvv,,401.02,774.56,35,35,,,1,ellipse,3vvv,,401.02,774.56,35,35,,,,,,,,,,,,,,,,,,,
X,n7-4-3-1,E250,4,7,4,3,1,,,,8,4,3,3,,,131.875,740,586.111111111111,0,301.91,754.51,1586.11111111111,1000,,,D84,,node,,1,1,symbol,OpenCircle,301.91,754.51,12,12,0 301.91 754.51 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,301.91,754.51,20.4,20.4,0.55,ellipse,4vvv,,301.91,754.51,12,12,,,1,ellipse,4vvv,,301.91,754.51,12,12,,,,,,,,,,,,,,,,,,,
X,n7-4-3-2,E251,4,7,4,3,2,,,,8,4,3,3,,,133.125,740,591.666666666667,0,307.43,739.33,1591.66666666667,1000,,,D84,,node,,1,1,symbol,OpenCircle,307.43,739.33,12,12,0 307.43 739.33 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,307.43,739.33,20.4,20.4,0.55,ellipse,4vvv,,307.43,739.33,12,12,,,1,ellipse,4vvv,,307.43,739.33,12,12,,,,,,,,,,,,,,,,,,,
X,n7-4-3-3,E252,4,7,4,3,3,,,,8,4,3,3,,,134.375,740,597.222222222222,0,313.28,724.29,1597.22222222222,1000,,,D84,,node,,1,1,symbol,OpenCircle,313.28,724.29,12,12,0 313.28 724.29 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,313.28,724.29,20.4,20.4,0.55,ellipse,4vvv,,313.28,724.29,12,12,,,1,ellipse,4vvv,,313.28,724.29,12,12,,,,,,,,,,,,,,,,,,,
X,n8,B8,1,8,,,,,,,8,,,,,,157.5,260,700,0,816.15,816.15,1700,1000,,,A,,node,,1,1,symbol,OpenCircle,816.15,816.15,95,95,1 816.15 816.15 0 0 0 0 VCThingLabel 36 ,0.1,0,1vvv,,816.15,816.15,161.5,161.5,0.55,ellipse,1vvv,,816.15,816.15,95,95,,,1,ellipse,1vvv,,816.15,816.15,95,95,,,,,,,,,,,,,,,,,,,
X,n8-1,C29,2,8,1,,,,,,8,4,,,,,140.625,500,625,0,559.04,764.3,1625,1000,,,E252,,node,,1,1,symbol,OpenCircle,559.04,764.3,60,60,1 559.04 764.3 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,559.04,764.3,102,102,0.55,ellipse,2vvv,,559.04,764.3,60,60,,,1,ellipse,2vvv,,559.04,764.3,60,60,,,,,,,,,,,,,,,,,,,
X,n8-1-1,D85,3,8,1,1,,,,,8,4,3,,,,136.875,640,608.333333333333,0,417.05,735.87,1608.33333333333,1000,,,C29,,node,,1,1,symbol,OpenCircle,417.05,735.87,35,35,1 417.05 735.87 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,417.05,735.87,59.5,59.5,0.55,ellipse,3vvv,,417.05,735.87,35,35,,,1,ellipse,3vvv,,417.05,735.87,35,35,,,,,,,,,,,,,,,,,,,
X,n8-1-1-1,E253,4,8,1,1,1,,,,8,4,3,3,,,135.625,740,602.777777777778,0,319.46,709.37,1602.77777777778,1000,,,D85,,node,,1,1,symbol,OpenCircle,319.46,709.37,12,12,0 319.46 709.37 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,319.46,709.37,20.4,20.4,0.55,ellipse,4vvv,,319.46,709.37,12,12,,,1,ellipse,4vvv,,319.46,709.37,12,12,,,,,,,,,,,,,,,,,,,
X,n8-1-1-2,E254,4,8,1,1,2,,,,8,4,3,3,,,136.875,740,608.333333333333,0,325.96,694.6,1608.33333333333,1000,,,D85,,node,,1,1,symbol,OpenCircle,325.96,694.6,12,12,0 325.96 694.6 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,325.96,694.6,20.4,20.4,0.55,ellipse,4vvv,,325.96,694.6,12,12,,,1,ellipse,4vvv,,325.96,694.6,12,12,,,,,,,,,,,,,,,,,,,
X,n8-1-1-3,E255,4,8,1,1,3,,,,8,4,3,3,,,138.125,740,613.888888888889,0,332.78,679.97,1613.88888888889,1000,,,D85,,node,,1,1,symbol,OpenCircle,332.78,679.97,12,12,0 332.78 679.97 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,332.78,679.97,20.4,20.4,0.55,ellipse,4vvv,,332.78,679.97,12,12,,,1,ellipse,4vvv,,332.78,679.97,12,12,,,,,,,,,,,,,,,,,,,
X,n8-1-2,D86,3,8,1,2,,,,,8,4,3,,,,140.625,640,625,0,435.57,698.31,1625,1000,,,C29,,node,,1,1,symbol,OpenCircle,435.57,698.31,35,35,1 435.57 698.31 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,435.57,698.31,59.5,59.5,0.55,ellipse,3vvv,,435.57,698.31,35,35,,,1,ellipse,3vvv,,435.57,698.31,35,35,,,,,,,,,,,,,,,,,,,
X,n8-1-2-1,E256,4,8,1,2,1,,,,8,4,3,3,,,139.375,740,619.444444444444,0,339.92,665.49,1619.44444444444,1000,,,D86,,node,,1,1,symbol,OpenCircle,339.92,665.49,12,12,0 339.92 665.49 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,339.92,665.49,20.4,20.4,0.55,ellipse,4vvv,,339.92,665.49,12,12,,,1,ellipse,4vvv,,339.92,665.49,12,12,,,,,,,,,,,,,,,,,,,
X,n8-1-2-2,E257,4,8,1,2,2,,,,8,4,3,3,,,140.625,740,625,0,347.38,651.17,1625,1000,,,D86,,node,,1,1,symbol,OpenCircle,347.38,651.17,12,12,0 347.38 651.17 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,347.38,651.17,20.4,20.4,0.55,ellipse,4vvv,,347.38,651.17,12,12,,,1,ellipse,4vvv,,347.38,651.17,12,12,,,,,,,,,,,,,,,,,,,
X,n8-1-2-3,E258,4,8,1,2,3,,,,8,4,3,3,,,141.875,740,630.555555555556,0,355.14,637.01,1630.55555555556,1000,,,D86,,node,,1,1,symbol,OpenCircle,355.14,637.01,12,12,0 355.14 637.01 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,355.14,637.01,20.4,20.4,0.55,ellipse,4vvv,,355.14,637.01,12,12,,,1,ellipse,4vvv,,355.14,637.01,12,12,,,,,,,,,,,,,,,,,,,
X,n8-1-3,D87,3,8,1,3,,,,,8,4,3,,,,144.375,640,641.666666666667,0,456.51,662.04,1641.66666666667,1000,,,C29,,node,,1,1,symbol,OpenCircle,456.51,662.04,35,35,1 456.51 662.04 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,456.51,662.04,59.5,59.5,0.55,ellipse,3vvv,,456.51,662.04,35,35,,,1,ellipse,3vvv,,456.51,662.04,35,35,,,,,,,,,,,,,,,,,,,
X,n8-1-3-1,E259,4,8,1,3,1,,,,8,4,3,3,,,143.125,740,636.111111111111,0,363.22,623.03,1636.11111111111,1000,,,D87,,node,,1,1,symbol,OpenCircle,363.22,623.03,12,12,0 363.22 623.03 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,363.22,623.03,20.4,20.4,0.55,ellipse,4vvv,,363.22,623.03,12,12,,,1,ellipse,4vvv,,363.22,623.03,12,12,,,,,,,,,,,,,,,,,,,
X,n8-1-3-2,E260,4,8,1,3,2,,,,8,4,3,3,,,144.375,740,641.666666666667,0,371.59,609.23,1641.66666666667,1000,,,D87,,node,,1,1,symbol,OpenCircle,371.59,609.23,12,12,0 371.59 609.23 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,371.59,609.23,20.4,20.4,0.55,ellipse,4vvv,,371.59,609.23,12,12,,,1,ellipse,4vvv,,371.59,609.23,12,12,,,,,,,,,,,,,,,,,,,
X,n8-1-3-3,E261,4,8,1,3,3,,,,8,4,3,3,,,145.625,740,647.222222222222,0,380.26,595.61,1647.22222222222,1000,,,D87,,node,,1,1,symbol,OpenCircle,380.26,595.61,12,12,0 380.26 595.61 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,380.26,595.61,20.4,20.4,0.55,ellipse,4vvv,,380.26,595.61,12,12,,,1,ellipse,4vvv,,380.26,595.61,12,12,,,,,,,,,,,,,,,,,,,
X,n8-2,C30,2,8,2,,,,,,8,4,,,,,151.875,500,675,0,613.49,682.8,1675,1000,,,E252,,node,,1,1,symbol,OpenCircle,613.49,682.8,60,60,1 613.49 682.8 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,613.49,682.8,102,102,0.55,ellipse,2vvv,,613.49,682.8,60,60,,,1,ellipse,2vvv,,613.49,682.8,60,60,,,,,,,,,,,,,,,,,,,
X,n8-2-1,D88,3,8,2,1,,,,,8,4,3,,,,148.125,640,658.333333333333,0,479.78,627.21,1658.33333333333,1000,,,C30,,node,,1,1,symbol,OpenCircle,479.78,627.21,35,35,1 479.78 627.21 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,479.78,627.21,59.5,59.5,0.55,ellipse,3vvv,,479.78,627.21,35,35,,,1,ellipse,3vvv,,479.78,627.21,35,35,,,,,,,,,,,,,,,,,,,
X,n8-2-1-1,E262,4,8,2,1,1,,,,8,4,3,3,,,146.875,740,652.777777777778,0,389.23,582.19,1652.77777777778,1000,,,D88,,node,,1,1,symbol,OpenCircle,389.23,582.19,12,12,0 389.23 582.19 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,389.23,582.19,20.4,20.4,0.55,ellipse,4vvv,,389.23,582.19,12,12,,,1,ellipse,4vvv,,389.23,582.19,12,12,,,,,,,,,,,,,,,,,,,
X,n8-2-1-2,E263,4,8,2,1,2,,,,8,4,3,3,,,148.125,740,658.333333333333,0,398.49,568.97,1658.33333333333,1000,,,D88,,node,,1,1,symbol,OpenCircle,398.49,568.97,12,12,0 398.49 568.97 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,398.49,568.97,20.4,20.4,0.55,ellipse,4vvv,,398.49,568.97,12,12,,,1,ellipse,4vvv,,398.49,568.97,12,12,,,,,,,,,,,,,,,,,,,
X,n8-2-1-3,E264,4,8,2,1,3,,,,8,4,3,3,,,149.375,740,663.888888888889,0,408.04,555.95,1663.88888888889,1000,,,D88,,node,,1,1,symbol,OpenCircle,408.04,555.95,12,12,0 408.04 555.95 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,408.04,555.95,20.4,20.4,0.55,ellipse,4vvv,,408.04,555.95,12,12,,,1,ellipse,4vvv,,408.04,555.95,12,12,,,,,,,,,,,,,,,,,,,
X,n8-2-2,D89,3,8,2,2,,,,,8,4,3,,,,151.875,640,675,0,505.27,593.99,1675,1000,,,C30,,node,,1,1,symbol,OpenCircle,505.27,593.99,35,35,1 505.27 593.99 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,505.27,593.99,59.5,59.5,0.55,ellipse,3vvv,,505.27,593.99,35,35,,,1,ellipse,3vvv,,505.27,593.99,35,35,,,,,,,,,,,,,,,,,,,
X,n8-2-2-1,E265,4,8,2,2,1,,,,8,4,3,3,,,150.625,740,669.444444444444,0,417.87,543.14,1669.44444444444,1000,,,D89,,node,,1,1,symbol,OpenCircle,417.87,543.14,12,12,0 417.87 543.14 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,417.87,543.14,20.4,20.4,0.55,ellipse,4vvv,,417.87,543.14,12,12,,,1,ellipse,4vvv,,417.87,543.14,12,12,,,,,,,,,,,,,,,,,,,
X,n8-2-2-2,E266,4,8,2,2,2,,,,8,4,3,3,,,151.875,740,675,0,427.97,530.55,1675,1000,,,D89,,node,,1,1,symbol,OpenCircle,427.97,530.55,12,12,0 427.97 530.55 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,427.97,530.55,20.4,20.4,0.55,ellipse,4vvv,,427.97,530.55,12,12,,,1,ellipse,4vvv,,427.97,530.55,12,12,,,,,,,,,,,,,,,,,,,
X,n8-2-2-3,E267,4,8,2,2,3,,,,8,4,3,3,,,153.125,740,680.555555555556,0,438.35,518.18,1680.55555555556,1000,,,D89,,node,,1,1,symbol,OpenCircle,438.35,518.18,12,12,0 438.35 518.18 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,438.35,518.18,20.4,20.4,0.55,ellipse,4vvv,,438.35,518.18,12,12,,,1,ellipse,4vvv,,438.35,518.18,12,12,,,,,,,,,,,,,,,,,,,
X,n8-2-3,D90,3,8,2,3,,,,,8,4,3,,,,155.625,640,691.666666666667,0,532.89,562.5,1691.66666666667,1000,,,C30,,node,,1,1,symbol,OpenCircle,532.89,562.5,35,35,1 532.89 562.5 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,532.89,562.5,59.5,59.5,0.55,ellipse,3vvv,,532.89,562.5,35,35,,,1,ellipse,3vvv,,532.89,562.5,35,35,,,,,,,,,,,,,,,,,,,
X,n8-2-3-1,E268,4,8,2,3,1,,,,8,4,3,3,,,154.375,740,686.111111111111,0,448.99,506.04,1686.11111111111,1000,,,D90,,node,,1,1,symbol,OpenCircle,448.99,506.04,12,12,0 448.99 506.04 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,448.99,506.04,20.4,20.4,0.55,ellipse,4vvv,,448.99,506.04,12,12,,,1,ellipse,4vvv,,448.99,506.04,12,12,,,,,,,,,,,,,,,,,,,
X,n8-2-3-2,E269,4,8,2,3,2,,,,8,4,3,3,,,155.625,740,691.666666666667,0,459.9,494.14,1691.66666666667,1000,,,D90,,node,,1,1,symbol,OpenCircle,459.9,494.14,12,12,0 459.9 494.14 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,459.9,494.14,20.4,20.4,0.55,ellipse,4vvv,,459.9,494.14,12,12,,,1,ellipse,4vvv,,459.9,494.14,12,12,,,,,,,,,,,,,,,,,,,
X,n8-2-3-3,E270,4,8,2,3,3,,,,8,4,3,3,,,156.875,740,697.222222222222,0,471.06,482.48,1697.22222222222,1000,,,D90,,node,,1,1,symbol,OpenCircle,471.06,482.48,12,12,0 471.06 482.48 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,471.06,482.48,20.4,20.4,0.55,ellipse,4vvv,,471.06,482.48,12,12,,,1,ellipse,4vvv,,471.06,482.48,12,12,,,,,,,,,,,,,,,,,,,
X,n8-3,C31,2,8,3,,,,,,8,4,,,,,163.125,500,725,0,682.8,613.49,1725,1000,,,E252,,node,,1,1,symbol,OpenCircle,682.8,613.49,60,60,1 682.8 613.49 0 0 0 0 VCThingLabel 20 ,0.1,0,2vvv,,682.8,613.49,102,102,0.55,ellipse,2vvv,,682.8,613.49,60,60,,,1,ellipse,2vvv,,682.8,613.49,60,60,,,,,,,,,,,,,,,,,,,
X,n8-3-1,D91,3,8,3,1,,,,,8,4,3,,,,159.375,640,708.333333333333,0,562.5,532.89,1708.33333333333,1000,,,C31,,node,,1,1,symbol,OpenCircle,562.5,532.89,35,35,1 562.5 532.89 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,562.5,532.89,59.5,59.5,0.55,ellipse,3vvv,,562.5,532.89,35,35,,,1,ellipse,3vvv,,562.5,532.89,35,35,,,,,,,,,,,,,,,,,,,
X,n8-3-1-1,E271,4,8,3,1,1,,,,8,4,3,3,,,158.125,740,702.777777777778,0,482.48,471.06,1702.77777777778,1000,,,D91,,node,,1,1,symbol,OpenCircle,482.48,471.06,12,12,0 482.48 471.06 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,482.48,471.06,20.4,20.4,0.55,ellipse,4vvv,,482.48,471.06,12,12,,,1,ellipse,4vvv,,482.48,471.06,12,12,,,,,,,,,,,,,,,,,,,
X,n8-3-1-2,E272,4,8,3,1,2,,,,8,4,3,3,,,159.375,740,708.333333333333,0,494.14,459.9,1708.33333333333,1000,,,D91,,node,,1,1,symbol,OpenCircle,494.14,459.9,12,12,0 494.14 459.9 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,494.14,459.9,20.4,20.4,0.55,ellipse,4vvv,,494.14,459.9,12,12,,,1,ellipse,4vvv,,494.14,459.9,12,12,,,,,,,,,,,,,,,,,,,
X,n8-3-1-3,E273,4,8,3,1,3,,,,8,4,3,3,,,160.625,740,713.888888888889,0,506.04,448.99,1713.88888888889,1000,,,D91,,node,,1,1,symbol,OpenCircle,506.04,448.99,12,12,0 506.04 448.99 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,506.04,448.99,20.4,20.4,0.55,ellipse,4vvv,,506.04,448.99,12,12,,,1,ellipse,4vvv,,506.04,448.99,12,12,,,,,,,,,,,,,,,,,,,
X,n8-3-2,D92,3,8,3,2,,,,,8,4,3,,,,163.125,640,725,0,593.99,505.27,1725,1000,,,C31,,node,,1,1,symbol,OpenCircle,593.99,505.27,35,35,1 593.99 505.27 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,593.99,505.27,59.5,59.5,0.55,ellipse,3vvv,,593.99,505.27,35,35,,,1,ellipse,3vvv,,593.99,505.27,35,35,,,,,,,,,,,,,,,,,,,
X,n8-3-2-1,E274,4,8,3,2,1,,,,8,4,3,3,,,161.875,740,719.444444444444,0,518.18,438.35,1719.44444444444,1000,,,D92,,node,,1,1,symbol,OpenCircle,518.18,438.35,12,12,0 518.18 438.35 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,518.18,438.35,20.4,20.4,0.55,ellipse,4vvv,,518.18,438.35,12,12,,,1,ellipse,4vvv,,518.18,438.35,12,12,,,,,,,,,,,,,,,,,,,
X,n8-3-2-2,E275,4,8,3,2,2,,,,8,4,3,3,,,163.125,740,725,0,530.55,427.97,1725,1000,,,D92,,node,,1,1,symbol,OpenCircle,530.55,427.97,12,12,0 530.55 427.97 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,530.55,427.97,20.4,20.4,0.55,ellipse,4vvv,,530.55,427.97,12,12,,,1,ellipse,4vvv,,530.55,427.97,12,12,,,,,,,,,,,,,,,,,,,
X,n8-3-2-3,E276,4,8,3,2,3,,,,8,4,3,3,,,164.375,740,730.555555555556,0,543.14,417.87,1730.55555555556,1000,,,D92,,node,,1,1,symbol,OpenCircle,543.14,417.87,12,12,0 543.14 417.87 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,543.14,417.87,20.4,20.4,0.55,ellipse,4vvv,,543.14,417.87,12,12,,,1,ellipse,4vvv,,543.14,417.87,12,12,,,,,,,,,,,,,,,,,,,
X,n8-3-3,D93,3,8,3,3,,,,,8,4,3,,,,166.875,640,741.666666666667,0,627.21,479.78,1741.66666666667,1000,,,C31,,node,,1,1,symbol,OpenCircle,627.21,479.78,35,35,1 627.21 479.78 0 0 0 0 VCThingLabel 10 ,0.1,0,3vvv,,627.21,479.78,59.5,59.5,0.55,ellipse,3vvv,,627.21,479.78,35,35,,,1,ellipse,3vvv,,627.21,479.78,35,35,,,,,,,,,,,,,,,,,,,
X,n8-3-3-1,E277,4,8,3,3,1,,,,8,4,3,3,,,165.625,740,736.111111111111,0,555.95,408.04,1736.11111111111,1000,,,D93,,node,,1,1,symbol,OpenCircle,555.95,408.04,12,12,0 555.95 408.04 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,555.95,408.04,20.4,20.4,0.55,ellipse,4vvv,,555.95,408.04,12,12,,,1,ellipse,4vvv,,555.95,408.04,12,12,,,,,,,,,,,,,,,,,,,
X,n8-3-3-2,E278,4,8,3,3,2,,,,8,4,3,3,,,166.875,740,741.666666666667,0,568.97,398.49,1741.66666666667,1000,,,D93,,node,,1,1,symbol,OpenCircle,568.97,398.49,12,12,0 568.97 398.49 0 0 0 0 VCThingLabel  ,0.1,0,4vvv,,568.97,398.49,20.4,20.4,0.55,ellipse,4vvv,,568.97,398.49,12,12,,,1,ellipse,4vvv,,568.97,398.49,12,12,,,,,,,,,,,,,,,,,,,
